"MODEL","SCENARIO","REGION","VARIABLE","UNIT",2015,2020,2030,2040,2050,2060,2070,2080,2090,2100
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2LAM","CMIP6 Emissions|VOC|Residential Commercial Other","Mt VOC/yr",1.365625318,1.02398313118787,0.415655839422699,0.0990911640028536,0.0166598897235354,0.0160457888659222,0.0148279650635995,0.0124980977543552,0.0110980493791091,0.0101979510857452
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2LAM","CMIP6 Emissions|VOC|Solvents Production and Application","Mt VOC/yr",0.15618528,0.165098487109903,0.191263815986421,0.174595065877664,0.151515708361221,0.14862654543279,0.143795115653446,0.137262386261057,0.129913450353561,0.122180437119125
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2LAM","CMIP6 Emissions|VOC|Transportation Sector","Mt VOC/yr",3.76687877899999,3.36377645607051,2.15504826704732,2.45371305687228,2.57801884980654,2.47274582285961,2.18546825997335,1.81991872478075,1.29857502912431,0.820339364612212
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2LAM","CMIP6 Emissions|VOC|Waste","Mt VOC/yr",1.427279849,1.35372545457435,1.1959639237693,1.03817988774196,0.887022484271959,0.757080282019478,0.642386447195688,0.539628921003086,0.450795246451209,0.375221399519426
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|BC","Mt BC/yr",2.67410011824167,2.93180275212562,3.35993074430875,3.61307922812371,3.17281048412672,3.10419978158255,2.95912895670467,2.63589770414509,2.07511732778093,1.45157254936637
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|BC|Agricultural Waste Burning","Mt BC/yr",0.0634712862133543,0.0772053312261756,0.103912786869545,0.129690478960925,0.15729786060373,0.173532087958142,0.172244483145247,0.166411998719639,0.162837078037391,0.155287212722321
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|BC|Agriculture","Mt BC/yr",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|BC|Energy Sector","Mt BC/yr",0.089262534164,0.114616158520398,0.214369164324091,0.281479492490892,0.225877610263708,0.234380795257485,0.242256695801323,0.207076795705857,0.140039623017492,0.0751312112274333
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|BC|Forest Burning","Mt BC/yr",0.0580238665305378,0.0576350910211853,0.0835890296298537,0.0700561976101626,0.0577795224931502,0.0520985512625326,0.0510430120522366,0.0515725941161078,0.0539834102329682,0.0539852226916913
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|BC|Grassland Burning","Mt BC/yr",0.758171072033782,0.730356272271864,0.748256636890147,0.719954909198196,0.7108236270944,0.696290672369917,0.676667020447219,0.652614270654756,0.589952117260697,0.577797685099782
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|BC|Industrial Sector","Mt BC/yr",0.0846704099999999,0.0711681989936173,0.0331922746765808,0.0247059382354777,0.0176465871566635,0.0147135159003035,0.0116786622874655,0.00842253822912733,0.00500527252781613,0.00121233469595066
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|BC|Peat Burning","Mt BC/yr",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|BC|Residential Commercial Other","Mt BC/yr",1.09459483399999,1.263468137117,1.5466142363843,1.77773351442687,1.4431500209127,1.36653669372749,1.27857822424534,1.07833347173002,0.770933777694893,0.370354382584104
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|BC|Solvents Production and Application","Mt BC/yr",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|BC|Transportation Sector","Mt BC/yr",0.4176439933,0.511047067180057,0.527052674132308,0.508196691392316,0.460166707666566,0.467263667676124,0.427733459269468,0.372960099755468,0.253931563936451,0.119394139222652
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|BC|Waste","Mt BC/yr",0.108262122,0.10630649579532,0.102943941401923,0.10126200580887,0.100068547935798,0.0993837974305574,0.0989273994563683,0.0985059352341095,0.0984344850732201,0.0984103611224389
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|CH4","Mt CH4/yr",64.8094298616121,78.4200021895816,121.556220754984,179.432425597017,219.364843032127,242.606309145354,255.876268403305,249.817110230062,209.654256557344,187.413807230863
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|CH4|Agricultural Waste Burning","Mt CH4/yr",0.411253001105766,0.54358087777924,0.845837393332041,1.19171606934237,1.60321718083173,1.93557102111123,2.08050211393456,2.15889057239646,2.25135814381593,2.27400509418827
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|CH4|Agriculture","Mt CH4/yr",18.1686308825916,22.1298971851151,37.739159731879,61.2617351460077,90.8435986035971,104.674754533133,109.921304611407,110.052868759354,100.240543484119,84.5652080386757
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|CH4|Energy Sector","Mt CH4/yr",29.7618724137,38.8188219976687,64.1859181656852,97.3782247409598,107.152728779424,116.746522288779,125.139970884798,119.997003237968,90.7410537322286,82.876727092771
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|CH4|Forest Burning","Mt CH4/yr",0.517361291110152,0.51329336806406,0.808703424417516,0.660646563944775,0.527498388504166,0.465391443077166,0.453463831981632,0.457905964185612,0.479139471828351,0.478885710897161
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|CH4|Grassland Burning","Mt CH4/yr",4.12193674940458,3.95741763842468,4.02610215429959,3.84519254847586,3.76717842039778,3.66022062281421,3.52716441428748,3.3715597436715,3.01972799838581,2.92857596918213
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|CH4|Industrial Sector","Mt CH4/yr",0.095552363,0.0959072001868849,0.0959517000330169,0.09686464285304,0.0984586605108333,0.099691900390707,0.100029722656009,0.0997975768836165,0.099086001688473,0.0980457446752027
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|CH4|Peat Burning","Mt CH4/yr",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|CH4|Residential Commercial Other","Mt CH4/yr",2.6911936612,2.56524341762361,1.97015563806989,1.32995322211614,0.827310746400444,0.467451365553016,0.218895783904734,0.114977836206512,0.0676086691555633,0.0435602346884312
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|CH4|Solvents Production and Application","Mt CH4/yr",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|CH4|Transportation Sector","Mt CH4/yr",0.0651955445,0.0654670932557198,0.0657167280774521,0.0663169782483894,0.0670982656328908,0.0678179012617203,0.0681718602762395,0.0683102703082692,0.0682895927271541,0.0681287810501489
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|CH4|Waste","Mt CH4/yr",8.976433955,9.73037341146353,11.8186758191903,13.6017756850696,14.4777539868282,14.4888880692333,14.3667651800582,13.495796269087,12.6874494633945,14.0806705647355
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|CO","Mt CO/yr",250.755641069631,243.926462098167,233.610659675806,217.983802762742,212.762615116623,218.625279686183,219.751874776441,217.562080109001,205.072196780421,196.077455364223
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|CO2","Mt CO2/yr",3331.47998795168,4042.44777544558,5423.55657888635,8143.63403708899,12308.8767697777,18113.3068734879,24210.9509372471,29804.6345078061,32442.4723342697,33572.4227839433
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|CO2|Energy Sector","Mt CO2/yr",1494.45330793168,1685.55792937632,2236.58211379539,3642.33602639443,6494.31166283876,11157.706749151,16013.2547116865,20404.3755010844,22950.7234781828,24142.4045685073
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|CO2|Industrial Sector","Mt CO2/yr",832.553872866,1068.7433289765,1493.70687998097,2320.78836553151,2936.92712907927,3311.83850161171,3791.21834207169,4070.4088619932,3985.12786584082,3823.69984970114
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|CO2|Residential Commercial Other","Mt CO2/yr",276.005431512999,306.077735385786,375.47622488236,499.216944960038,640.856108419879,744.077187095595,932.409328851984,1098.21090559743,1140.64282083095,1220.08003849453
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|CO2|Solvents Production and Application","Mt CO2/yr",6.371019189,6.38584052829488,6.39376442487385,6.43051505064029,6.48986687455042,6.55107138061118,6.58713858892694,6.61601924996318,6.63531686410317,6.64091624112151
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|CO2|Transportation Sector","Mt CO2/yr",704.41228166,957.928571708226,1293.62552879158,1656.99356295187,2212.24908624152,2874.93733768147,3449.19594535632,4206.65913952363,4340.92993706802,4361.16092354426
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|CO2|Waste","Mt CO2/yr",17.684074792,17.7543694704459,17.7720670111727,17.8686222004939,18.0429163237901,18.1960265674549,18.2854706916507,18.3640803574128,18.4129154830847,18.436487454904
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|CO|Agricultural Waste Burning","Mt CO/yr",9.80747172335125,12.0788670284953,16.6683195517088,21.2847933432373,26.3700671815111,29.6716606447807,29.9972512793014,29.5015465215027,29.3440243120432,28.4250643044162
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|CO|Agriculture","Mt CO/yr",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|CO|Energy Sector","Mt CO/yr",13.3759302643,13.0863730741709,13.0272450124341,13.2562335756618,12.8912260192876,12.1802279081795,11.1380247445621,9.11171064286667,6.37067117332658,3.35074969368223
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|CO|Forest Burning","Mt CO/yr",10.241887137389,10.1680759339136,15.229296196901,12.6249587126134,10.2714205498881,9.1772052795465,8.96935570746239,9.05704978054639,9.47795589247637,9.47268330087203
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|CO|Grassland Burning","Mt CO/yr",127.762192905691,125.619436581038,128.814602698077,127.28466743055,127.744791526502,127.628528134347,126.953764742194,125.739333168467,120.014256341142,120.010943148871
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|CO|Industrial Sector","Mt CO/yr",4.317393473,4.17081073209533,3.88016355522108,4.50145738432426,5.18100442714422,6.23902187105949,7.74075132040018,8.60008972983499,8.97117985208199,9.81246224944059
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|CO|Peat Burning","Mt CO/yr",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|CO|Residential Commercial Other","Mt CO/yr",57.5326538719999,47.025836528378,23.9922421269389,7.01687983875613,2.35024465830632,2.0059204056798,1.81631158658267,1.62833970146629,1.3913609854204,1.07885422019796
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|CO|Solvents Production and Application","Mt CO/yr",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|CO|Transportation Sector","Mt CO/yr",21.3889418469,25.5209838079228,25.9082538588384,26.0215288377746,22.0211744037495,25.8317613365275,27.2840569503736,28.1030288995736,23.7056595709566,18.1440169785312
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|CO|Waste","Mt CO/yr",6.32916984699999,6.25607841215269,6.09053667568623,5.99328363982414,5.93268635023417,5.89095410606138,5.85235844556542,5.82098166474351,5.79708865297377,5.78268146821219
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|NH3","Mt NH3/yr",10.6724888356301,11.6633515848342,14.7345494153088,18.1579392307437,22.3856043268575,25.5756664379739,28.0855872412704,29.9989887314672,30.8505026483424,30.6105741751184
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|NH3|Agricultural Waste Burning","Mt NH3/yr",0.134135749013321,0.164979657317758,0.227518155734547,0.290676841252642,0.360434207381196,0.406102365052932,0.411204223069606,0.404978900410469,0.403339589283529,0.391088992526711
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|NH3|Agriculture","Mt NH3/yr",4.6029268694071,5.48657939148439,8.25424429754421,11.634503800749,16.1799169028407,19.7155197915304,22.4536881421883,24.427769582493,25.4965153996528,25.351803246991
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|NH3|Energy Sector","Mt NH3/yr",0.45073243099217,0.449655874990288,0.441892641698899,0.445624532457546,0.456207764329746,0.479310202638881,0.50517855011349,0.53463680522872,0.555865842589287,0.550695414150413
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|NH3|Forest Burning","Mt NH3/yr",0.136886168712092,0.136005771984755,0.197763054118709,0.165608639913882,0.136424364574251,0.122912195785334,0.120422246022533,0.121649398454453,0.127363863445766,0.127351981812779
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|NH3|Grassland Burning","Mt NH3/yr",1.13786238856946,1.11236846505705,1.17379065839905,1.1633698914166,1.18349099935386,1.19461908721657,1.19693116144374,1.19024982756536,1.1100888135403,1.12178432996189
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|NH3|Industrial Sector","Mt NH3/yr",0.20370502,0.212554412762479,0.224656822025328,0.236377274261795,0.257240944162353,0.266646106553815,0.286482485222129,0.293598950377966,0.293552117619519,0.29225385702662
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|NH3|Peat Burning","Mt NH3/yr",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|NH3|Residential Commercial Other","Mt NH3/yr",1.63992203639999,1.73019223051199,1.82898954526056,1.8108905376449,1.37224411720897,0.929355157136959,0.639639573695054,0.543235954312916,0.393044714401527,0.322733977467262
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|NH3|Solvents Production and Application","Mt NH3/yr",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|NH3|Transportation Sector","Mt NH3/yr",0.032070267536,0.0362230691625914,0.0527823120336764,0.0711327944712168,0.0893233494697947,0.101355872975922,0.107460147279237,0.116041851358693,0.103764616234187,0.0872367717622154
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|NH3|Waste","Mt NH3/yr",2.334247905,2.33479271156294,2.33291192849384,2.33975491857615,2.35032167753653,2.35984565908309,2.36458071223623,2.36682746126554,2.36696769157551,2.36562560341949
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|NOx","Mt NOx/yr",21.7214002435878,22.6554205012699,24.1488995178602,26.1787931293047,27.1401436372669,30.0625630051858,30.9714701979556,29.6297835117417,26.0473931328352,21.7803179140653
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|NOx|Agricultural Waste Burning","Mt NOx/yr",0.475221789426384,0.578063938242485,0.777906022472478,0.969717900174213,1.17429084222905,1.29269554334982,1.2796967314169,1.23373197828616,1.20445775699084,1.14638732064731
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|NOx|Agriculture","Mt NOx/yr",0.454251906161662,0.552808650736683,0.853278894880701,1.18517453679336,1.63686106218032,1.92282513008515,2.10644842816262,2.19256017523961,2.27912399539084,2.25227169897345
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|NOx|Energy Sector","Mt NOx/yr",4.56242167843699,4.2320713200725,4.34152044162348,5.48364781824566,6.22091232086886,8.11558159296521,8.91367817549974,8.3591723160057,7.21883251075091,5.64930077113262
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|NOx|Forest Burning","Mt NOx/yr",0.33914709306851,0.337031663441967,0.481610881997773,0.405506079135446,0.336265798292609,0.304293365884126,0.298418621919309,0.30148088022482,0.315641035431273,0.315610324664583
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|NOx|Grassland Burning","Mt NOx/yr",7.67422502249431,7.56015688320635,7.7306408100781,7.6492408100781,7.67393277351399,7.66793277351399,7.63213277351399,7.56763277351398,7.26282854101624,7.26282854101624
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|NOx|Industrial Sector","Mt NOx/yr",1.51389643499999,1.63249981238133,1.98310951092933,2.37934650563872,2.34482957441667,2.56077792482555,2.77521153999331,2.62064729713277,2.26808242995762,1.90451483673489
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|NOx|Peat Burning","Mt NOx/yr",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|NOx|Residential Commercial Other","Mt NOx/yr",0.990750117999999,0.914681252112287,0.757341134278111,0.805900396110695,0.898429613462342,0.965725619906702,1.04252279102783,1.05616679911836,1.02370836267743,0.882704326239109
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|NOx|Solvents Production and Application","Mt NOx/yr",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|NOx|Transportation Sector","Mt NOx/yr",4.756336746,5.90614645444475,6.30827825705487,6.40174686699575,5.96519271338488,6.34909991341567,6.04464568055086,5.42332680781404,3.60234379054528,1.49533446261755
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|NOx|Waste","Mt NOx/yr",0.955149455,0.941960526631558,0.915213564545352,0.89851221613283,0.889428938918172,0.883631141239588,0.878715455871102,0.875064484406225,0.872374710074747,0.871365632039519
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|OC","Mt OC/yr",10.7886687693992,9.86938901436348,8.81327635156716,7.69278609922569,7.44328234332314,7.42608196709884,7.30161730429401,7.1061339272532,6.63123406724424,6.42502269225257
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|OC|Agricultural Waste Burning","Mt OC/yr",0.333549265024142,0.41518293471916,0.583651167134278,0.757399653250532,0.9518490212869,1.0847068102341,1.10917720231967,1.10247194634939,1.10733124945916,1.08218942870643
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|OC|Agriculture","Mt OC/yr",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|OC|Energy Sector","Mt OC/yr",0.0342289057324999,0.0408243037578042,0.0718744730505292,0.0940707795983322,0.0781415154553402,0.0813030586026873,0.0840877600587677,0.0725697326299839,0.0502282886637287,0.0274965119034745
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|OC|Forest Burning","Mt OC/yr",0.504090046512433,0.500750356295445,0.732968774198276,0.612438967024212,0.503574796722904,0.453170856477182,0.443848122690809,0.448367109788641,0.46921851543403,0.469206940272245
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|OC|Grassland Burning","Mt OC/yr",5.22190899943016,5.0325171682648,5.15991576883105,4.9686416801974,4.9096185200207,4.8128446525271,4.68169559261667,4.51922099463144,4.08973287300012,4.00946047284906
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|OC|Industrial Sector","Mt OC/yr",0.176789002,0.142534982288086,0.0780992170362729,0.0506266144979685,0.0335613482497976,0.0335370680205786,0.0347537230647182,0.0327385761660751,0.0283699633651996,0.0267178050612304
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|OC|Peat Burning","Mt OC/yr",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|OC|Residential Commercial Other","Mt OC/yr",3.692191242,2.89638255243421,1.3709269063873,0.410061613875912,0.184114423324563,0.168168279490842,0.163568834837756,0.15678376595567,0.146798220096162,0.109630570562033
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|OC|Solvents Production and Application","Mt OC/yr",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|OC|Transportation Sector","Mt OC/yr",0.150714428699999,0.177951876673376,0.172105621186951,0.170435994306418,0.160441476817783,0.172923939948456,0.168657108362423,0.159790937149254,0.125428675577737,0.0861209596086205
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|OC|Waste","Mt OC/yr",0.67519688,0.663244839930596,0.64373442374248,0.629110796474916,0.621981241445152,0.619427301797892,0.615828960343183,0.614190864582739,0.614126281648092,0.614200003289475
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|Sulfur","Mt SO2/yr",15.3810452609937,12.3668153339033,8.8109059244187,9.86965285309542,10.9261729863975,15.0683073718257,17.1184729901452,15.9578545895481,12.1870469907403,7.27943049288475
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|Sulfur|Agricultural Waste Burning","Mt SO2/yr",0.0593864695177484,0.0714998215359195,0.0942795126404568,0.11528375916255,0.137021390587596,0.148137550722681,0.143998977115901,0.136356857535303,0.130762459127624,0.122572968712659
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|Sulfur|Agriculture","Mt SO2/yr",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|Sulfur|Energy Sector","Mt SO2/yr",8.59303282432541,5.56697297629613,2.27236807315525,3.17778575310414,5.17562985724892,9.44789490005328,11.6469083003103,10.7790768684152,7.44416035956417,3.27197306984411
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|Sulfur|Forest Burning","Mt SO2/yr",0.0503679276981471,0.0500150598099924,0.0758944494970992,0.0627184037297294,0.050865333578846,0.0453575900611979,0.0443347572715938,0.0447814851984103,0.0468551718058249,0.0468577268683148
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|Sulfur|Grassland Burning","Mt SO2/yr",0.947043322852443,0.934037933180511,0.95343793318051,0.94423793318051,0.94703793318051,0.946337933180511,0.942237933180511,0.934937933180511,0.900237933180511,0.900237933180511
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|Sulfur|Industrial Sector","Mt SO2/yr",4.360843849,4.33743182362231,4.18430920368272,4.33976701872164,3.71578686817665,3.64963089230488,3.59251445367244,3.40916493878338,3.15140460784682,2.58262832728742
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|Sulfur|Peat Burning","Mt SO2/yr",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|Sulfur|Residential Commercial Other","Mt SO2/yr",0.542732752,0.513767838052035,0.622805673806794,0.735269008718859,0.50965512932811,0.447935051765268,0.397431363195761,0.3358043910656,0.255386841327456,0.151874182132958
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|Sulfur|Solvents Production and Application","Mt SO2/yr",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|Sulfur|Transportation Sector","Mt SO2/yr",0.744359532599999,0.81138275184899,0.52863365292589,0.417182819767293,0.313563788425823,0.306914728808972,0.275219109908,0.242133142749713,0.182578677785699,0.127640172461218
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|Sulfur|Waste","Mt SO2/yr",0.083278583,0.0817071295574008,0.0791774255299676,0.0774081567106916,0.076612685871067,0.0760987249289892,0.0758280954906152,0.0755989726199445,0.0756609401022213,0.0756461123975579
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|VOC","Mt VOC/yr",70.8247661732657,72.8692642601763,74.2496381534227,71.8962652913457,73.1344130871505,75.6714774067915,73.9630185088737,70.9675169404144,63.7726113569948,51.4465715621695
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|VOC|Agricultural Waste Burning","Mt VOC/yr",1.92232299515455,2.30922111812556,3.04059687222702,3.71529079832984,4.41353697986282,4.77150803781346,4.64262281468935,4.39980826662315,4.2228173213014,3.95351686871591
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|VOC|Agriculture","Mt VOC/yr",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|VOC|Energy Sector","Mt VOC/yr",26.7813585609999,29.8478639837672,34.3169451498986,35.0264647999392,37.3976428664674,39.3745593500727,37.7083682965565,34.9477619266995,28.7894218173126,17.4553808309564
"REMIND-MAGPIE","SSP5-85 (Baseline)","R5.2MAF","CMIP6 Emissions|VOC|Forest Burning","Mt VOC/yr",1.93755382738001,1.92353852561262,2.9413816024413,2.4251940906128,1.96014130828443,1.74401782387777,1.7034842804014,1.72085498905469,1.80114747417695,1.80100740149611
